,country,series,log,diff_level,diff_order,regression,stationary,p_value
184,austria,brent,1,8,1,n,0,0.09154404711121372
185,austria,brent,1,8,2,c,0,0.1318763309358531
186,austria,brent,1,8,2,ct,0,0.40975675402379175
187,austria,brent,1,8,2,ctt,0,0.6198822942866085
188,austria,brent,1,8,2,n,1,0.01617069906576018
189,austria,co2_cap,0,0,1,c,0,0.7496702959407552
190,austria,co2_cap,0,0,1,ct,0,0.42152020370962695
191,austria,co2_cap,0,0,1,ctt,0,0.8873023485747065
192,austria,co2_cap,0,0,1,n,0,0.6552151670740943
193,austria,co2_cap,0,0,2,c,0,0.7496702959407552
194,austria,co2_cap,0,0,2,ct,0,0.42152020370962695
195,austria,co2_cap,0,0,2,ctt,0,0.8873023485747065
196,austria,co2_cap,0,0,2,n,0,0.6552151670740943
197,austria,co2_cap,0,1,1,c,1,1.3027375762618244e-08
198,austria,co2_cap,0,1,2,c,1,1.688689858247459e-10
199,austria,co2_cap,0,2,1,c,0,0.22347389400415996
200,austria,co2_cap,0,2,1,ct,0,0.412214466468681
201,austria,co2_cap,0,2,1,ctt,1,1.0579151305603883e-10
202,austria,co2_cap,0,2,2,c,1,0.002402662968329546
203,austria,co2_cap,0,4,1,c,0,0.22206637168908477
204,austria,co2_cap,0,4,1,ct,1,5.46079346009699e-11
205,austria,co2_cap,0,4,2,c,1,0.0021595824218990922
206,austria,co2_cap,0,8,1,c,1,0.0002979782357652885
207,austria,co2_cap,0,8,2,c,0,0.12766593084134858
208,austria,co2_cap,0,8,2,ct,0,0.2445380022185245
209,austria,co2_cap,0,8,2,ctt,0,0.45086413676678316
210,austria,co2_cap,0,8,2,n,1,0.02092144271192569
211,austria,co2_cap,1,0,1,c,0,0.6967677384805846
212,austria,co2_cap,1,0,1,ct,0,0.2562802526285807
213,austria,co2_cap,1,0,1,ctt,0,0.3842250885626366
214,austria,co2_cap,1,0,1,n,0,0.38617963941168826
215,austria,co2_cap,1,0,2,c,0,0.6967677384805846
216,austria,co2_cap,1,0,2,ct,0,0.2562802526285807
217,austria,co2_cap,1,0,2,ctt,0,0.3842250885626366
218,austria,co2_cap,1,0,2,n,0,0.38617963941168826
219,austria,co2_cap,1,1,1,c,0,0.274978197851111
220,austria,co2_cap,1,1,1,ct,0,0.4415187385649837
221,austria,co2_cap,1,1,1,ctt,0,0.6298115936455769
222,austria,co2_cap,1,1,1,n,1,0.032957945811899404
223,austria,co2_cap,1,1,2,c,1,7.561561835690284e-11
224,austria,co2_cap,1,2,1,c,0,0.2668773187891952
225,austria,co2_cap,1,2,1,ct,0,0.43092985699736447
226,austria,co2_cap,1,2,1,ctt,0,0.6287894403689492
227,austria,co2_cap,1,2,1,n,1,0.031333866611863624
228,austria,co2_cap,1,2,2,c,1,0.004533284248807513
229,austria,co2_cap,1,4,1,c,0,0.2638893839056621
230,austria,co2_cap,1,4,1,ct,0,0.40342283334897155
231,austria,co2_cap,1,4,1,ctt,0,0.5699214031750248
232,austria,co2_cap,1,4,1,n,1,0.030877590834634153
233,austria,co2_cap,1,4,2,c,1,0.0004642468126857217
234,austria,co2_cap,1,8,1,c,0,0.327173243480373
235,austria,co2_cap,1,8,1,ct,0,0.5121902661563776
236,austria,co2_cap,1,8,1,ctt,0,0.5592225531856387
237,austria,co2_cap,1,8,1,n,1,0.04857132823068945
238,austria,co2_cap,1,8,2,c,0,0.17156413626364064
239,austria,co2_cap,1,8,2,ct,0,0.33360308603411615
240,austria,co2_cap,1,8,2,ctt,0,0.5348657816291753
241,austria,co2_cap,1,8,2,n,1,0.03260955047452796
242,austria,gdp_cap,0,0,1,c,0,0.9970796448743495
243,austria,gdp_cap,0,0,1,ct,0,0.35732246343946017
244,austria,gdp_cap,0,0,1,ctt,0,0.2378736169220398
245,austria,gdp_cap,0,0,1,n,0,0.9999999999216752
246,austria,gdp_cap,0,0,2,c,0,0.9970796448743495
247,austria,gdp_cap,0,0,2,ct,0,0.35732246343946017
248,austria,gdp_cap,0,0,2,ctt,0,0.2378736169220398
249,austria,gdp_cap,0,0,2,n,0,0.9999999999216752
250,austria,gdp_cap,0,1,1,c,1,2.4588838362579373e-06
251,austria,gdp_cap,0,1,2,c,1,7.202244756249376e-10
252,austria,gdp_cap,0,2,1,c,1,0.04829502165370999
253,austria,gdp_cap,0,2,2,c,1,0.008077294796551981
254,austria,gdp_cap,0,4,1,c,0,0.06453490816576393
255,austria,gdp_cap,0,4,1,ct,0,0.09036160837132501
256,austria,gdp_cap,0,4,1,ctt,0,0.7385394377299301
257,austria,gdp_cap,0,4,1,n,0,0.8317538830499445
258,austria,gdp_cap,0,4,2,c,1,0.004719776307006742
259,austria,gdp_cap,0,8,1,c,0,0.07900287029949388
260,austria,gdp_cap,0,8,1,ct,0,0.0785635942810298
261,austria,gdp_cap,0,8,1,ctt,0,0.05134767309953439
262,austria,gdp_cap,0,8,1,n,0,0.8691218700700714
263,austria,gdp_cap,0,8,2,c,1,0.031305155389030274
264,austria,gdp_cap,1,0,1,c,0,0.9485646981834249
265,austria,gdp_cap,1,0,1,ct,0,0.16616258760055252
266,austria,gdp_cap,1,0,1,ctt,0,0.14869351594370783
267,austria,gdp_cap,1,0,1,n,0,0.9999999982302861
268,austria,gdp_cap,1,0,2,c,0,0.9485646981834249
269,austria,gdp_cap,1,0,2,ct,0,0.16616258760055252
270,austria,gdp_cap,1,0,2,ctt,0,0.14869351594370783
271,austria,gdp_cap,1,0,2,n,0,0.9999999982302861
272,austria,gdp_cap,1,1,1,c,1,9.448837377012942e-07
273,austria,gdp_cap,1,1,2,c,1,2.1194466549194502e-11
274,austria,gdp_cap,1,2,1,c,1,0.006706234246184062
275,austria,gdp_cap,1,2,2,c,1,0.0062475271594951195
276,austria,gdp_cap,1,4,1,c,0,0.3907200910814622
277,austria,gdp_cap,1,4,1,ct,0,0.7042283310373993
278,austria,gdp_cap,1,4,1,ctt,0,0.72701760354656
279,austria,gdp_cap,1,4,1,n,0,0.6184225286979613
280,austria,gdp_cap,1,4,2,c,1,0.0025935105459907923
281,austria,gdp_cap,1,8,1,c,1,0.028079479371381166
282,austria,gdp_cap,1,8,2,c,1,0.02214830874479138
283,belgium,co2,0,0,1,c,0,0.8256428458935887
284,belgium,co2,0,0,1,ct,0,0.10552763326268771
285,belgium,co2,0,0,1,ctt,0,0.21565454874736695
286,belgium,co2,0,0,1,n,0,0.1934998762004858
287,belgium,co2,0,0,2,c,0,0.8256428458935887
288,belgium,co2,0,0,2,ct,0,0.10552763326268771
289,belgium,co2,0,0,2,ctt,0,0.21565454874736695
290,belgium,co2,0,0,2,n,0,0.1934998762004858
291,belgium,co2,0,1,1,c,0,0.08619608512447074
292,belgium,co2,0,1,1,ct,0,0.27838294779239015
293,belgium,co2,0,1,1,ctt,0,0.4466499794656915
294,belgium,co2,0,1,1,n,1,0.019304157597274746
295,belgium,co2,0,1,2,c,1,2.9130840168359354e-13
296,belgium,co2,0,2,1,c,0,0.09540582765697098
297,belgium,co2,0,2,1,ct,0,0.30030295138599394
298,belgium,co2,0,2,1,ctt,0,0.4862619477683345
299,belgium,co2,0,2,1,n,1,0.0221037713367262
300,belgium,co2,0,2,2,c,1,1.493558430823826e-05
301,belgium,co2,0,4,1,c,0,0.08303766270892726
302,belgium,co2,0,4,1,ct,0,0.2720311708917648
303,belgium,co2,0,4,1,ctt,0,0.44650646130638966
304,belgium,co2,0,4,1,n,1,0.01896925179052873
305,belgium,co2,0,4,2,c,1,0.014336300201909194
306,belgium,co2,0,8,1,c,0,0.13875224517435647
307,belgium,co2,0,8,1,ct,0,0.3678444531873004
308,belgium,co2,0,8,1,ctt,0,0.5681578480138607
309,belgium,co2,0,8,1,n,0,0.05053083240473926
310,belgium,co2,0,8,2,c,0,0.05725673890286267
311,belgium,co2,0,8,2,ct,0,0.21684153868561457
312,belgium,co2,0,8,2,ctt,0,0.4455506699144885
313,belgium,co2,0,8,2,n,1,0.004501323218487511
314,belgium,co2,1,0,1,c,0,0.8234866077745178
315,belgium,co2,1,0,1,ct,0,0.09460884487403881
316,belgium,co2,1,0,1,ctt,0,0.20886667960798044
317,belgium,co2,1,0,1,n,0,0.1909828963285407
318,belgium,co2,1,0,2,c,0,0.8234866077745178
319,belgium,co2,1,0,2,ct,0,0.09460884487403881
320,belgium,co2,1,0,2,ctt,0,0.20886667960798044
321,belgium,co2,1,0,2,n,0,0.1909828963285407
322,belgium,co2,1,1,1,c,0,0.10590492976387822
323,belgium,co2,1,1,1,ct,0,0.32245731091758323
324,belgium,co2,1,1,1,ctt,0,0.5172419836552341
325,belgium,co2,1,1,1,n,1,0.02704104915495697
326,belgium,co2,1,1,2,c,1,2.3270433687094424e-14
327,belgium,co2,1,2,1,c,0,0.10415976616284128
328,belgium,co2,1,2,1,ct,0,0.3187358044994811
329,belgium,co2,1,2,1,ctt,0,0.5168057753089068
330,belgium,co2,1,2,1,n,1,0.026888393448533734
331,belgium,co2,1,2,2,c,1,0.008225373117009032
332,belgium,co2,1,4,1,c,0,0.09319317531707683
333,belgium,co2,1,4,1,ct,0,0.2938804730138024
334,belgium,co2,1,4,1,ctt,0,0.4843943327821669
335,belgium,co2,1,4,1,n,1,0.02395190098335469
336,belgium,co2,1,4,2,c,1,0.025567861005029075
337,belgium,co2,1,8,1,c,0,0.14539923476223127
338,belgium,co2,1,8,1,ct,0,0.3782476208739087
339,belgium,co2,1,8,1,ctt,0,0.5710412262141142
340,belgium,co2,1,8,1,n,0,0.0561859806189064
341,belgium,co2,1,8,2,c,0,0.05611828981292654
342,belgium,co2,1,8,2,ct,0,0.2144865160544085
343,belgium,co2,1,8,2,ctt,0,0.4434129293449018
344,belgium,co2,1,8,2,n,1,0.004421924504320058
345,belgium,gdp,0,0,1,c,0,1.0
346,belgium,gdp,0,0,1,ct,0,1.0
347,belgium,gdp,0,0,1,ctt,0,0.9955150010216691
348,belgium,gdp,0,0,1,n,0,0.9999999996750703
349,belgium,gdp,0,0,2,c,0,1.0
350,belgium,gdp,0,0,2,ct,0,1.0
351,belgium,gdp,0,0,2,ctt,0,0.9955150010216691
352,belgium,gdp,0,0,2,n,0,0.9999999996750703
353,belgium,gdp,0,1,1,c,1,0.017964470616249995
354,belgium,gdp,0,1,2,c,1,0.003474873839344851
355,belgium,gdp,0,2,1,c,0,0.9623060693519173
356,belgium,gdp,0,2,1,ct,0,0.3170745544057628
357,belgium,gdp,0,2,1,ctt,0,0.16572270173344456
358,belgium,gdp,0,2,1,n,0,0.9540623454207612
359,belgium,gdp,0,2,2,c,1,0.00145107832088501
360,belgium,gdp,0,4,1,c,0,0.989221549654863
361,belgium,gdp,0,4,1,ct,0,0.9795016105492392
362,belgium,gdp,0,4,1,ctt,0,0.9101940815623221
363,belgium,gdp,0,4,1,n,0,0.9819174123810042
364,belgium,gdp,0,4,2,c,1,0.004306659513342713
365,belgium,gdp,0,8,1,c,0,0.9813037916339289
366,belgium,gdp,0,8,1,ct,0,0.8101396889132554
367,belgium,gdp,0,8,1,ctt,0,0.38262318811843454
368,belgium,gdp,0,8,1,n,0,0.9758567407014667
369,belgium,gdp,0,8,2,c,0,0.06849010164200484
370,belgium,gdp,0,8,2,ct,0,0.0887993003838311
371,belgium,gdp,0,8,2,ctt,1,0.012008570341104629
372,belgium,gdp,1,0,1,c,0,0.9931101747959582
373,belgium,gdp,1,0,1,ct,0,0.13866860603720227
374,belgium,gdp,1,0,1,ctt,0,0.9207367622532789
375,belgium,gdp,1,0,1,n,0,1.0
376,belgium,gdp,1,0,2,c,0,0.9931101747959582
377,belgium,gdp,1,0,2,ct,0,0.13866860603720227
378,belgium,gdp,1,0,2,ctt,0,0.9207367622532789
379,belgium,gdp,1,0,2,n,0,1.0
380,belgium,gdp,1,1,1,c,1,6.530847244118582e-07
381,belgium,gdp,1,1,2,c,1,0.0012436618649396772
382,belgium,gdp,1,2,1,c,1,0.006158976326852133
383,belgium,gdp,1,2,2,c,1,0.0002813484604570549
384,belgium,gdp,1,4,1,c,0,0.4380839467351876
385,belgium,gdp,1,4,1,ct,0,0.761353166182378
386,belgium,gdp,1,4,1,ctt,0,0.6432452425932385
387,belgium,gdp,1,4,1,n,0,0.8102512424834215
388,belgium,gdp,1,4,2,c,1,0.0006084045445687753
389,belgium,gdp,1,8,1,c,0,0.08391428364215592
390,belgium,gdp,1,8,1,ct,0,0.2878692481636445
391,belgium,gdp,1,8,1,ctt,0,0.09950752869490975
392,belgium,gdp,1,8,1,n,0,0.853591810631793
393,belgium,gdp,1,8,2,c,1,0.014745015666559837
394,belgium,pop,0,0,1,c,0,0.9217587671143191
395,belgium,pop,0,0,1,ct,0,0.677894989943773
396,belgium,pop,0,0,1,ctt,0,0.8480437784238586
397,belgium,pop,0,0,1,n,0,0.9997062648898103
398,belgium,pop,0,0,2,c,0,0.9217587671143191
399,belgium,pop,0,0,2,ct,0,0.677894989943773
400,belgium,pop,0,0,2,ctt,0,0.8480437784238586
401,belgium,pop,0,0,2,n,0,0.9997062648898103
402,belgium,pop,0,1,1,c,1,0.025753777288121914
403,belgium,pop,0,1,2,c,1,8.574438712048433e-29
404,belgium,pop,0,2,1,c,0,0.14161643359196607
405,belgium,pop,0,2,1,ct,0,0.4128955021002669
406,belgium,pop,0,2,1,ctt,0,0.46498928455041966
407,belgium,pop,0,2,1,n,0,0.46121168752491526
408,belgium,pop,0,2,2,c,1,0.022631425960100426
409,belgium,pop,0,4,1,c,0,0.26043562858156627
410,belgium,pop,0,4,1,ct,0,0.5904304380323758
411,belgium,pop,0,4,1,ctt,0,0.5012007665918877
412,belgium,pop,0,4,1,n,0,0.5099809418357698
413,belgium,pop,0,4,2,c,0,0.4527530806277174
414,belgium,pop,0,4,2,ct,0,0.6908628665868061
415,belgium,pop,0,4,2,ctt,0,0.8030323716892465
416,belgium,pop,0,4,2,n,0,0.08820952956984468
417,belgium,pop,0,8,1,c,0,0.3848933052348637
418,belgium,pop,0,8,1,ct,0,0.7173425354885606
419,belgium,pop,0,8,1,ctt,0,0.913741373277382
420,belgium,pop,0,8,1,n,0,0.5786441893151941
421,belgium,pop,0,8,2,c,0,0.5231980091420867
422,belgium,pop,0,8,2,ct,0,0.7685891801320077
423,belgium,pop,0,8,2,ctt,0,0.9540730662478161
424,belgium,pop,0,8,2,n,0,0.11449251556940859
425,belgium,pop,1,0,1,c,0,0.8832516466541136
426,belgium,pop,1,0,1,ct,0,0.7643954768762828
427,belgium,pop,1,0,1,ctt,0,0.8427499014561237
428,belgium,pop,1,0,1,n,0,0.9997311641627807
429,belgium,pop,1,0,2,c,0,0.8832516466541136
430,belgium,pop,1,0,2,ct,0,0.7643954768762828
431,belgium,pop,1,0,2,ctt,0,0.8427499014561237
432,belgium,pop,1,0,2,n,0,0.9997311641627807
433,belgium,pop,1,1,1,c,1,0.02730244011582983
434,belgium,pop,1,1,2,c,1,9.033365449631321e-29
435,belgium,pop,1,2,1,c,0,0.15360092126490776
436,belgium,pop,1,2,1,ct,0,0.4177191709903608
437,belgium,pop,1,2,1,ctt,0,0.47921300687889024
438,belgium,pop,1,2,1,n,0,0.45082915455723493
439,belgium,pop,1,2,2,c,1,0.024434421569244618
440,belgium,pop,1,4,1,c,0,0.2844336441453521
441,belgium,pop,1,4,1,ct,0,0.6019255767714996
442,belgium,pop,1,4,1,ctt,0,0.5252331126431674
443,belgium,pop,1,4,1,n,0,0.4920689509913927
444,belgium,pop,1,4,2,c,0,0.45959529954315265
445,belgium,pop,1,4,2,ct,0,0.7014559908300455
446,belgium,pop,1,4,2,ctt,0,0.7975484855947914
447,belgium,pop,1,4,2,n,0,0.09040272612615763
448,belgium,pop,1,8,1,c,0,0.42548933540438394
449,belgium,pop,1,8,1,ct,0,0.7036115433344607
450,belgium,pop,1,8,1,ctt,0,0.9224689856848933
451,belgium,pop,1,8,1,n,0,0.5561083439066458
452,belgium,pop,1,8,2,c,0,0.5246962984479909
453,belgium,pop,1,8,2,ct,0,0.778165735983999
454,belgium,pop,1,8,2,ctt,0,0.950806639416157
455,belgium,pop,1,8,2,n,0,0.1159928430797682
456,belgium,brent,0,0,1,c,0,0.37565193406206526
457,belgium,brent,0,0,1,ct,0,0.7548337017463562
458,belgium,brent,0,0,1,ctt,0,0.13717172862450638
459,belgium,brent,0,0,1,n,0,0.5465165931036499
460,belgium,brent,0,0,2,c,0,0.37565193406206526
461,belgium,brent,0,0,2,ct,0,0.7548337017463562
462,belgium,brent,0,0,2,ctt,0,0.13717172862450638
463,belgium,brent,0,0,2,n,0,0.5465165931036499
464,belgium,brent,0,1,1,c,1,8.769091703844102e-10
465,belgium,brent,0,1,2,c,1,7.411288556431089e-09
466,belgium,brent,0,2,1,c,1,0.009635070221285276
467,belgium,brent,0,2,2,c,1,7.008965128909069e-05
468,belgium,brent,0,4,1,c,1,0.03430829701408793
469,belgium,brent,0,4,2,c,1,0.01943457613345494
470,belgium,brent,0,8,1,c,0,0.37601331855886433
471,belgium,brent,0,8,1,ct,0,0.15406184755304203
472,belgium,brent,0,8,1,ctt,0,0.45271080384057055
473,belgium,brent,0,8,1,n,0,0.0706343659117826
474,belgium,brent,0,8,2,c,0,0.07552261528838934
475,belgium,brent,0,8,2,ct,0,0.2669223508066526
476,belgium,brent,0,8,2,ctt,0,0.41997498855087956
477,belgium,brent,0,8,2,n,1,0.007627689773022175
478,belgium,brent,1,0,1,c,0,0.27734685985344704
479,belgium,brent,1,0,1,ct,0,0.6336443984569764
480,belgium,brent,1,0,1,ctt,0,0.21066896975962746
