,country,series,log,diff_level,diff_order,regression,stationary,p_value
186,austria,gdp_cap,1,0,2,ctt,0,0.3597148019516277
187,austria,gdp_cap,1,0,2,n,0,0.9999538556399232
188,austria,gdp_cap,1,1,1,c,1,0.009080546835016717
189,austria,gdp_cap,1,1,2,c,1,1.2677255706668997e-11
190,austria,gdp_cap,1,2,1,c,1,0.001733598613279868
191,austria,gdp_cap,1,2,2,c,1,6.028897085417878e-07
192,austria,gdp_cap,1,12,1,c,1,0.011998592194571913
193,austria,gdp_cap,1,12,2,c,1,0.0030383024670926693
194,austria,gdp_cap,1,24,1,c,1,0.0007453383112116692
195,austria,gdp_cap,1,24,2,c,1,8.180763456076523e-05
196,belgium,co2,0,0,1,c,0,0.4705903695627224
197,belgium,co2,0,0,1,ct,1,0.0009648905295613295
198,belgium,co2,0,0,2,c,0,0.4705903695627224
199,belgium,co2,0,0,2,ct,1,0.0009648905295613295
200,belgium,co2,0,1,1,c,1,4.479581582268218e-10
201,belgium,co2,0,1,2,c,1,1.4647603219610134e-19
202,belgium,co2,0,2,1,c,1,1.4237589718751646e-15
203,belgium,co2,0,2,2,c,1,8.126998209190359e-11
204,belgium,co2,0,12,1,c,1,1.2444938592852582e-08
205,belgium,co2,0,12,2,c,1,9.234452995223597e-08
206,belgium,co2,0,24,1,c,1,3.6268355139544143e-19
207,belgium,co2,0,24,2,c,1,8.19176086965594e-18
208,belgium,co2,1,0,1,c,0,0.4699155852142387
209,belgium,co2,1,0,1,ct,1,0.00043619540208747194
210,belgium,co2,1,0,2,c,0,0.4699155852142387
211,belgium,co2,1,0,2,ct,1,0.00043619540208747194
212,belgium,co2,1,1,1,c,1,6.201883501809791e-09
213,belgium,co2,1,1,2,c,1,3.426559193863642e-19
214,belgium,co2,1,2,1,c,1,9.128605182719849e-07
215,belgium,co2,1,2,2,c,1,4.94535557388176e-10
216,belgium,co2,1,12,1,c,1,2.411293880334839e-08
217,belgium,co2,1,12,2,c,1,8.860756234685072e-07
218,belgium,co2,1,24,1,c,1,5.987455204263826e-19
219,belgium,co2,1,24,2,c,1,2.007754891101111e-17
220,belgium,gdp,0,0,1,c,0,1.0
221,belgium,gdp,0,0,1,ct,0,1.0
222,belgium,gdp,0,0,1,ctt,0,0.8773570943730897
223,belgium,gdp,0,0,1,n,0,0.9999955220825878
224,belgium,gdp,0,0,2,c,0,1.0
225,belgium,gdp,0,0,2,ct,0,1.0
226,belgium,gdp,0,0,2,ctt,0,0.8773570943730897
227,belgium,gdp,0,0,2,n,0,0.9999955220825878
228,belgium,gdp,0,1,1,c,0,0.6331320557109807
229,belgium,gdp,0,1,1,ct,0,0.3229033400468939
230,belgium,gdp,0,1,1,ctt,0,0.21211745353403244
231,belgium,gdp,0,1,1,n,0,0.7942333825125765
232,belgium,gdp,0,1,2,c,1,3.261442136983507e-08
233,belgium,gdp,0,2,1,c,0,0.6432455278939879
234,belgium,gdp,0,2,1,ct,0,0.3337726346985632
235,belgium,gdp,0,2,1,ctt,0,0.22666886302741734
236,belgium,gdp,0,2,1,n,0,0.7954106049937304
237,belgium,gdp,0,2,2,c,1,7.690769276159683e-08
238,belgium,gdp,0,12,1,c,0,0.5897070961969824
239,belgium,gdp,0,12,1,ct,0,0.1162370505263729
240,belgium,gdp,0,12,1,ctt,1,0.0750697674574589
241,belgium,gdp,0,12,2,c,1,0.00019242327305058556
242,belgium,gdp,0,24,1,c,0,0.6761668732765168
243,belgium,gdp,0,24,1,ct,0,0.18472809888372138
244,belgium,gdp,0,24,1,ctt,1,0.08639025221129243
245,belgium,gdp,0,24,2,c,1,0.004558195057762139
246,belgium,gdp,1,0,1,c,0,0.9911050272262497
247,belgium,gdp,1,0,1,ct,0,0.5008471044575968
248,belgium,gdp,1,0,1,ctt,0,0.8668209482169371
249,belgium,gdp,1,0,1,n,0,0.999991983674702
250,belgium,gdp,1,0,2,c,0,0.9911050272262497
251,belgium,gdp,1,0,2,ct,0,0.5008471044575968
252,belgium,gdp,1,0,2,ctt,0,0.8668209482169371
253,belgium,gdp,1,0,2,n,0,0.999991983674702
254,belgium,gdp,1,1,1,c,1,0.03457242968252722
255,belgium,gdp,1,1,2,c,1,4.318777197678762e-09
256,belgium,gdp,1,2,1,c,1,0.038661835664399694
257,belgium,gdp,1,2,2,c,1,1.7108160508702797e-08
258,belgium,gdp,1,12,1,c,1,0.0030050898843331972
259,belgium,gdp,1,12,2,c,1,6.800039982469967e-05
260,belgium,gdp,1,24,1,c,1,0.009375107612251255
261,belgium,gdp,1,24,2,c,1,0.0022474563910724788
262,belgium,pop,0,0,1,c,0,0.9203200183352764
263,belgium,pop,0,0,1,ct,0,0.6328549427264301
264,belgium,pop,0,0,1,ctt,0,0.8085347643864997
265,belgium,pop,0,0,1,n,0,0.9995617011236335
266,belgium,pop,0,0,2,c,0,0.9203200183352764
267,belgium,pop,0,0,2,ct,0,0.6328549427264301
268,belgium,pop,0,0,2,ctt,0,0.8085347643864997
269,belgium,pop,0,0,2,n,0,0.9995617011236335
270,belgium,pop,0,1,1,c,1,0.03286004267855438
271,belgium,pop,0,1,2,c,1,6.004037506224566e-29
272,belgium,pop,0,2,1,c,0,0.12705614139579946
273,belgium,pop,0,2,1,ct,0,0.37503360322832646
274,belgium,pop,0,2,1,ctt,0,0.4174451064050685
275,belgium,pop,0,2,1,n,0,0.44380733565293895
276,belgium,pop,0,2,2,c,1,3.7660054580015504e-05
277,belgium,pop,0,12,1,c,0,0.21040286427768934
278,belgium,pop,0,12,1,ct,0,0.5104361702134588
279,belgium,pop,0,12,1,ctt,0,0.42126050203974974
280,belgium,pop,0,12,1,n,0,0.49237267610190083
281,belgium,pop,0,12,2,c,1,0.0090375060729798
282,belgium,pop,0,24,1,c,0,0.20830266436264466
283,belgium,pop,0,24,1,ct,0,0.5056724240692053
284,belgium,pop,0,24,1,ctt,0,0.5019476720457212
285,belgium,pop,0,24,1,n,0,0.5050199708546916
286,belgium,pop,0,24,2,c,1,0.0451904931806532
287,belgium,pop,1,0,1,c,0,0.8817917717923429
288,belgium,pop,1,0,1,ct,0,0.7240874232278022
289,belgium,pop,1,0,1,ctt,0,0.8028967045656672
290,belgium,pop,1,0,1,n,0,0.9995934831735662
291,belgium,pop,1,0,2,c,0,0.8817917717923429
292,belgium,pop,1,0,2,ct,0,0.7240874232278022
293,belgium,pop,1,0,2,ctt,0,0.8028967045656672
294,belgium,pop,1,0,2,n,0,0.9995934831735662
295,belgium,pop,1,1,1,c,1,0.03460968736410065
296,belgium,pop,1,1,2,c,1,6.320475080012306e-29
297,belgium,pop,1,2,1,c,0,0.137321014032241
298,belgium,pop,1,2,1,ct,0,0.38103029995701676
299,belgium,pop,1,2,1,ctt,0,0.43055426317347073
300,belgium,pop,1,2,1,n,0,0.43374498041723636
301,belgium,pop,1,2,2,c,1,3.6975527094415516e-05
302,belgium,pop,1,12,1,c,0,0.23024794759823292
303,belgium,pop,1,12,1,ct,0,0.522988381951025
304,belgium,pop,1,12,1,ctt,0,0.44321487522393443
305,belgium,pop,1,12,1,n,0,0.4750227495521477
306,belgium,pop,1,12,2,c,1,0.009530637088896586
307,belgium,pop,1,24,1,c,0,0.22989154765421155
308,belgium,pop,1,24,1,ct,0,0.5178439566702313
309,belgium,pop,1,24,1,ctt,0,0.5274682460278564
310,belgium,pop,1,24,1,n,0,0.4877698709705126
311,belgium,pop,1,24,2,c,1,0.04859559100532981
312,belgium,brent,0,0,1,c,0,0.18470177102908858
313,belgium,brent,0,0,1,ct,0,0.46331019494504133
314,belgium,brent,0,0,1,ctt,0,0.14570179718578397
315,belgium,brent,0,0,1,n,0,0.39817114997541064
316,belgium,brent,0,0,2,c,0,0.18470177102908858
317,belgium,brent,0,0,2,ct,0,0.46331019494504133
318,belgium,brent,0,0,2,ctt,0,0.14570179718578397
319,belgium,brent,0,0,2,n,0,0.39817114997541064
320,belgium,brent,0,1,1,c,1,6.998274904205245e-19
321,belgium,brent,0,1,2,c,1,1.5497604451132589e-09
322,belgium,brent,0,2,1,c,1,3.8837708847585366e-05
323,belgium,brent,0,2,2,c,1,6.386628383166029e-09
324,belgium,brent,0,12,1,c,0,0.10291056774014168
325,belgium,brent,0,12,1,ct,0,0.23207275585624015
326,belgium,brent,0,12,1,ctt,0,0.46018815727937135
327,belgium,brent,0,12,1,n,1,0.010841284684218267
328,belgium,brent,0,12,2,c,1,0.002386173622310269
329,belgium,brent,0,24,1,c,1,0.050972762004615604
330,belgium,brent,0,24,2,c,1,0.04109355702675031
331,belgium,brent,1,0,1,c,0,0.2900766303758474
332,belgium,brent,1,0,1,ct,0,0.630510935863581
333,belgium,brent,1,0,1,ctt,0,0.1778434656835866
334,belgium,brent,1,0,1,n,0,0.7389049232543226
335,belgium,brent,1,0,2,c,0,0.2900766303758474
336,belgium,brent,1,0,2,ct,0,0.630510935863581
337,belgium,brent,1,0,2,ctt,0,0.1778434656835866
338,belgium,brent,1,0,2,n,0,0.7389049232543226
339,belgium,brent,1,1,1,c,1,4.402146313637615e-23
340,belgium,brent,1,1,2,c,1,9.491253658644095e-16
341,belgium,brent,1,2,1,c,1,8.314802684664657e-05
342,belgium,brent,1,2,2,c,1,1.841692614570333e-09
343,belgium,brent,1,12,1,c,1,0.07477003134675624
344,belgium,brent,1,12,2,c,1,0.011797134558845209
345,belgium,brent,1,24,1,c,1,0.08123696621113607
346,belgium,brent,1,24,2,c,1,0.03609081671792617
347,belgium,co2_cap,0,0,1,c,0,0.775065818809989
348,belgium,co2_cap,0,0,1,ct,1,0.003130203541239448
349,belgium,co2_cap,0,0,2,c,0,0.775065818809989
350,belgium,co2_cap,0,0,2,ct,1,0.003130203541239448
351,belgium,co2_cap,0,1,1,c,1,4.4476085888448643e-10
352,belgium,co2_cap,0,1,2,c,1,1.4881348777871125e-19
353,belgium,co2_cap,0,2,1,c,1,1.4771814701377002e-15
354,belgium,co2_cap,0,2,2,c,1,8.119818466261759e-11
355,belgium,co2_cap,0,12,1,c,1,1.980513216546259e-08
356,belgium,co2_cap,0,12,2,c,1,9.992532615802601e-08
357,belgium,co2_cap,0,24,1,c,1,5.082019026765289e-19
358,belgium,co2_cap,0,24,2,c,1,9.283898804790373e-18
359,belgium,co2_cap,1,0,1,c,0,0.7923831385380338
360,belgium,co2_cap,1,0,1,ct,1,0.0012387647831607462
361,belgium,co2_cap,1,0,2,c,0,0.7923831385380338
362,belgium,co2_cap,1,0,2,ct,1,0.0012387647831607462
363,belgium,co2_cap,1,1,1,c,1,7.37285466247413e-09
364,belgium,co2_cap,1,1,2,c,1,3.752347637104597e-19
365,belgium,co2_cap,1,2,1,c,1,1.0355293633999406e-06
366,belgium,co2_cap,1,2,2,c,1,5.493480392999899e-10
367,belgium,co2_cap,1,12,1,c,1,2.8783862747686766e-08
368,belgium,co2_cap,1,12,2,c,1,9.426967630920578e-07
369,belgium,co2_cap,1,24,1,c,1,8.145532619882543e-19
370,belgium,co2_cap,1,24,2,c,1,2.0391153980882675e-17
371,belgium,gdp_cap,0,0,1,c,0,0.9990467946530709
372,belgium,gdp_cap,0,0,1,ct,0,1.0
373,belgium,gdp_cap,0,0,1,ctt,0,0.9983326766414296
374,belgium,gdp_cap,0,0,1,n,0,0.9999964716133175
375,belgium,gdp_cap,0,0,2,c,0,0.9990467946530709
376,belgium,gdp_cap,0,0,2,ct,0,1.0
377,belgium,gdp_cap,0,0,2,ctt,0,0.9983326766414296
378,belgium,gdp_cap,0,0,2,n,0,0.9999964716133175
379,belgium,gdp_cap,0,1,1,c,0,0.4814363672472871
380,belgium,gdp_cap,0,1,1,ct,0,0.31120429718981246
381,belgium,gdp_cap,0,1,1,ctt,0,0.13473928114407885
382,belgium,gdp_cap,0,1,1,n,0,0.7198757251439573
383,belgium,gdp_cap,0,1,2,c,1,1.8736110244632497e-08
384,belgium,gdp_cap,0,2,1,c,0,0.49555440646883286
385,belgium,gdp_cap,0,2,1,ct,0,0.32377315921469685
386,belgium,gdp_cap,0,2,1,ctt,0,0.1489837153052591
387,belgium,gdp_cap,0,2,1,n,0,0.721255481961527
388,belgium,gdp_cap,0,2,2,c,1,2.3973650460015257e-08
389,belgium,gdp_cap,0,12,1,c,0,0.4575957374962538
390,belgium,gdp_cap,0,12,1,ct,0,0.17424186901388294
391,belgium,gdp_cap,0,12,1,ctt,1,0.06580124589318892
392,belgium,gdp_cap,0,12,2,c,1,0.0002036262119464545
393,belgium,gdp_cap,0,24,1,c,0,0.5315010533967425
394,belgium,gdp_cap,0,24,1,ct,0,0.23618397701653893
395,belgium,gdp_cap,0,24,1,ctt,1,0.0863237165899946
396,belgium,gdp_cap,0,24,2,c,1,0.005628509904550352
397,belgium,gdp_cap,1,0,1,c,0,0.991823016488241
398,belgium,gdp_cap,1,0,1,ct,0,0.795677070251049
399,belgium,gdp_cap,1,0,1,ctt,0,0.9733663403223463
400,belgium,gdp_cap,1,0,1,n,0,0.9999823840078124
401,belgium,gdp_cap,1,0,2,c,0,0.991823016488241
402,belgium,gdp_cap,1,0,2,ct,0,0.795677070251049
403,belgium,gdp_cap,1,0,2,ctt,0,0.9733663403223463
404,belgium,gdp_cap,1,0,2,n,0,0.9999823840078124
405,belgium,gdp_cap,1,1,1,c,1,0.04257508009526572
406,belgium,gdp_cap,1,1,2,c,1,3.5152862987424065e-09
407,belgium,gdp_cap,1,2,1,c,1,0.04722596706049402
408,belgium,gdp_cap,1,2,2,c,1,6.822445848979647e-09
409,belgium,gdp_cap,1,12,1,c,1,0.008511705273848761
410,belgium,gdp_cap,1,12,2,c,1,8.512611115684462e-05
411,belgium,gdp_cap,1,24,1,c,1,0.015795366717267615
412,belgium,gdp_cap,1,24,2,c,1,0.0033101048674619854
413,bulgaria,co2,0,0,1,c,1,0.0007340553389124652
414,bulgaria,co2,0,0,2,c,1,0.0007340553389124652
415,bulgaria,co2,0,1,1,c,1,0.005658267305179698
416,bulgaria,co2,0,1,2,c,1,1.260810865083693e-23
417,bulgaria,co2,0,2,1,c,1,0.005681363464972541
418,bulgaria,co2,0,2,2,c,1,9.622620712334081e-09
419,bulgaria,co2,0,12,1,c,1,0.003800523007934464
420,bulgaria,co2,0,12,2,c,1,0.0027876705237386223
421,bulgaria,co2,0,24,1,c,1,0.001335737532904709
422,bulgaria,co2,0,24,2,c,1,0.0003567926786757606
423,bulgaria,co2,1,0,1,c,1,0.00044781215402988543
424,bulgaria,co2,1,0,2,c,1,0.00044781215402988543
425,bulgaria,co2,1,1,1,c,1,0.001666138593046629
426,bulgaria,co2,1,1,2,c,1,4.644333052649833e-23
427,bulgaria,co2,1,2,1,c,1,0.0003386088504608392
428,bulgaria,co2,1,2,2,c,1,3.041740490288531e-08
429,bulgaria,co2,1,12,1,c,1,0.006937756187774093
430,bulgaria,co2,1,12,2,c,1,0.005793318000758887
431,bulgaria,co2,1,24,1,c,1,0.0010100138062010544
432,bulgaria,co2,1,24,2,c,1,0.0014064307994688316
433,bulgaria,gdp,0,0,1,c,0,0.9972593631514317
434,bulgaria,gdp,0,0,1,ct,0,0.9850816784240655
435,bulgaria,gdp,0,0,1,ctt,0,0.9969782810056351
436,bulgaria,gdp,0,0,1,n,0,0.9997435878506213
437,bulgaria,gdp,0,0,2,c,0,0.9972593631514317
438,bulgaria,gdp,0,0,2,ct,0,0.9850816784240655
439,bulgaria,gdp,0,0,2,ctt,0,0.9969782810056351
440,bulgaria,gdp,0,0,2,n,0,0.9997435878506213
441,bulgaria,gdp,0,1,1,c,1,0.08566989030317712
442,bulgaria,gdp,0,1,2,c,1,2.9174339393817846e-06
443,bulgaria,gdp,0,2,1,c,1,0.08123836752044455
444,bulgaria,gdp,0,2,2,c,1,9.586268776321358e-07
445,bulgaria,gdp,0,12,1,c,0,0.8740818207353303
446,bulgaria,gdp,0,12,1,ct,0,0.9485442112619737
447,bulgaria,gdp,0,12,1,ctt,0,0.8892468616269256
448,bulgaria,gdp,0,12,1,n,0,0.860863494493254
449,bulgaria,gdp,0,12,2,c,1,0.09114957378747196
450,bulgaria,gdp,0,24,1,c,0,0.9419155510644723
451,bulgaria,gdp,0,24,1,ct,0,0.984411164388858
452,bulgaria,gdp,0,24,1,ctt,0,0.9030927378906604
453,bulgaria,gdp,0,24,1,n,0,0.9258161275706553
454,bulgaria,gdp,0,24,2,c,0,0.5453822801564319
455,bulgaria,gdp,0,24,2,ct,0,0.6989845211896515
456,bulgaria,gdp,0,24,2,ctt,0,0.21263010198619664
457,bulgaria,gdp,0,24,2,n,0,0.16481447629027596
458,bulgaria,gdp,1,0,1,c,0,0.6806471480728539
459,bulgaria,gdp,1,0,1,ct,0,0.5723911204795374
460,bulgaria,gdp,1,0,1,ctt,0,0.9895406543422285
461,bulgaria,gdp,1,0,1,n,0,0.9997142976193848
462,bulgaria,gdp,1,0,2,c,0,0.6806471480728539
463,bulgaria,gdp,1,0,2,ct,0,0.5723911204795374
464,bulgaria,gdp,1,0,2,ctt,0,0.9895406543422285
