,country,date,year,quarter,co2
562,greece,2000-07-01,2000,3,23773638028.0
563,greece,2000-10-01,2000,4,25796822348.0
564,greece,2001-01-01,2001,1,26854808344.0
565,greece,2001-04-01,2001,2,24311062669.0
566,greece,2001-07-01,2001,3,24879370046.0
567,greece,2001-10-01,2001,4,27959947081.0
568,greece,2002-01-01,2002,1,28700037712.0
569,greece,2002-04-01,2002,2,24211626889.0
570,greece,2002-07-01,2002,3,23955213391.0
571,greece,2002-10-01,2002,4,27220519463.0
572,greece,2003-01-01,2003,1,29871319436.0
573,greece,2003-04-01,2003,2,25126587802.0
574,greece,2003-07-01,2003,3,25416653294.0
575,greece,2003-10-01,2003,4,27176264187.0
576,greece,2004-01-01,2004,1,30331704115.0
577,greece,2004-04-01,2004,2,24701385348.0
578,greece,2004-07-01,2004,3,24542193825.0
579,greece,2004-10-01,2004,4,27841364766.0
580,greece,2005-01-01,2005,1,30614131868.0
581,greece,2005-04-01,2005,2,25182067251.0
582,greece,2005-07-01,2005,3,25650633636.0
583,greece,2005-10-01,2005,4,28355308574.0
584,greece,2006-01-01,2006,1,30136919439.0
585,greece,2006-04-01,2006,2,24826398082.0
586,greece,2006-07-01,2006,3,25609831328.0
587,greece,2006-10-01,2006,4,27979346895.0
588,greece,2007-01-01,2007,1,30067261401.0
589,greece,2007-04-01,2007,2,26000223909.0
590,greece,2007-07-01,2007,3,26346429137.0
591,greece,2007-10-01,2007,4,30504580973.0
592,greece,2008-01-01,2008,1,29649268110.0
593,greece,2008-04-01,2008,2,25120579564.0
594,greece,2008-07-01,2008,3,25602160290.0
595,greece,2008-10-01,2008,4,28023672192.0
596,greece,2009-01-01,2009,1,28336500326.0
597,greece,2009-04-01,2009,2,23811333303.0
598,greece,2009-07-01,2009,3,24615665442.0
599,greece,2009-10-01,2009,4,25452533466.0
600,greece,2010-01-01,2010,1,25670622669.0
601,greece,2010-04-01,2010,2,22368988764.0
602,greece,2010-07-01,2010,3,23750784805.0
603,greece,2010-10-01,2010,4,23475412016.0
604,greece,2011-01-01,2011,1,26502753357.0
605,greece,2011-04-01,2011,2,21297965601.0
606,greece,2011-07-01,2011,3,21387469368.0
607,greece,2011-10-01,2011,4,23992582575.0
608,greece,2012-01-01,2012,1,26216242499.0
609,greece,2012-04-01,2012,2,19766209668.0
610,greece,2012-07-01,2012,3,20493140092.0
611,greece,2012-10-01,2012,4,22667460733.0
612,greece,2013-01-01,2013,1,22359916008.0
613,greece,2013-04-01,2013,2,18169076503.0
614,greece,2013-07-01,2013,3,19157640820.0
615,greece,2013-10-01,2013,4,21175302628.0
616,greece,2014-01-01,2014,1,21261308504.0
617,greece,2014-04-01,2014,2,18226084897.0
618,greece,2014-07-01,2014,3,18923722456.0
619,greece,2014-10-01,2014,4,19657839162.0
620,greece,2015-01-01,2015,1,20625116826.0
621,greece,2015-04-01,2015,2,16858727377.0
622,greece,2015-07-01,2015,3,19139746287.0
623,greece,2015-10-01,2015,4,20119028138.0
624,greece,2016-01-01,2016,1,19760705312.0
625,greece,2016-04-01,2016,2,16099392649.0
626,greece,2016-07-01,2016,3,17930795642.0
627,greece,2016-10-01,2016,4,21183891558.0
628,greece,2017-01-01,2017,1,21405061300.0
629,greece,2017-04-01,2017,2,16670715236.0
630,greece,2017-07-01,2017,3,17537711659.0
631,greece,2017-10-01,2017,4,19573077712.0
632,greece,2018-01-01,2018,1,20407897333.0
633,greece,2018-04-01,2018,2,16570555663.0
634,greece,2018-07-01,2018,3,17403496157.0
635,greece,2018-10-01,2018,4,18932789153.0
636,greece,2019-01-01,2019,1,19461393237.0
637,greece,2019-04-01,2019,2,15287075585.0
638,greece,2019-07-01,2019,3,15714486236.0
639,greece,2019-10-01,2019,4,17812403892.0
640,hungary,2000-01-01,2000,1,19182888938.0
641,hungary,2000-04-01,2000,2,13728652678.0
642,hungary,2000-07-01,2000,3,13486816993.0
643,hungary,2000-10-01,2000,4,16673361680.0
644,hungary,2001-01-01,2001,1,17777112760.0
645,hungary,2001-04-01,2001,2,14274414358.0
646,hungary,2001-07-01,2001,3,13987210101.0
647,hungary,2001-10-01,2001,4,19299038582.0
648,hungary,2002-01-01,2002,1,18297964909.0
649,hungary,2002-04-01,2002,2,14294267962.0
650,hungary,2002-07-01,2002,3,13370864481.0
651,hungary,2002-10-01,2002,4,18012430466.0
652,hungary,2003-01-01,2003,1,19766727052.0
653,hungary,2003-04-01,2003,2,14491303297.0
654,hungary,2003-07-01,2003,3,14588343162.0
655,hungary,2003-10-01,2003,4,17474212163.0
656,hungary,2004-01-01,2004,1,19487692788.0
657,hungary,2004-04-01,2004,2,14467044966.0
658,hungary,2004-07-01,2004,3,13966977474.0
659,hungary,2004-10-01,2004,4,17869990314.0
660,hungary,2005-01-01,2005,1,20815340606.0
661,hungary,2005-04-01,2005,2,14783219262.0
662,hungary,2005-07-01,2005,3,14721006748.0
663,hungary,2005-10-01,2005,4,18735699424.0
664,hungary,2006-01-01,2006,1,20996473095.0
665,hungary,2006-04-01,2006,2,14914413383.0
666,hungary,2006-07-01,2006,3,14437338989.0
667,hungary,2006-10-01,2006,4,18160244726.0
668,hungary,2007-01-01,2007,1,17963168372.0
669,hungary,2007-04-01,2007,2,14787552616.0
670,hungary,2007-07-01,2007,3,14692405943.0
671,hungary,2007-10-01,2007,4,19891733926.0
672,hungary,2008-01-01,2008,1,19162298692.0
673,hungary,2008-04-01,2008,2,15220730889.0
674,hungary,2008-07-01,2008,3,14923307653.0
675,hungary,2008-10-01,2008,4,18443063594.0
676,hungary,2009-01-01,2009,1,19068530618.0
677,hungary,2009-04-01,2009,2,13493406336.0
678,hungary,2009-07-01,2009,3,13307674600.0
679,hungary,2009-10-01,2009,4,17543451170.0
680,hungary,2010-01-01,2010,1,19264078105.0
681,hungary,2010-04-01,2010,2,13856189179.0
682,hungary,2010-07-01,2010,3,13490145391.0
683,hungary,2010-10-01,2010,4,18227278129.0
684,hungary,2011-01-01,2011,1,19394948712.0
685,hungary,2011-04-01,2011,2,13712099028.0
686,hungary,2011-07-01,2011,3,13599028121.0
687,hungary,2011-10-01,2011,4,17776397203.0
688,hungary,2012-01-01,2012,1,18757493478.0
689,hungary,2012-04-01,2012,2,12855266104.0
690,hungary,2012-07-01,2012,3,12911850720.0
691,hungary,2012-10-01,2012,4,16568122661.0
692,hungary,2013-01-01,2013,1,18194580480.0
693,hungary,2013-04-01,2013,2,12532230125.0
694,hungary,2013-07-01,2013,3,12623846503.0
695,hungary,2013-10-01,2013,4,16012106454.0
696,hungary,2014-01-01,2014,1,16757973143.0
697,hungary,2014-04-01,2014,2,12755668224.0
698,hungary,2014-07-01,2014,3,12783596518.0
699,hungary,2014-10-01,2014,4,16547095336.0
700,hungary,2015-01-01,2015,1,18039866468.0
701,hungary,2015-04-01,2015,2,13252912517.0
702,hungary,2015-07-01,2015,3,13404337245.0
703,hungary,2015-10-01,2015,4,17464644834.0
704,hungary,2016-01-01,2016,1,17493451809.0
705,hungary,2016-04-01,2016,2,13434964173.0
706,hungary,2016-07-01,2016,3,13571805231.0
707,hungary,2016-10-01,2016,4,18521602573.0
708,hungary,2017-01-01,2017,1,19359340179.0
709,hungary,2017-04-01,2017,2,14146421824.0
710,hungary,2017-07-01,2017,3,13910686317.0
711,hungary,2017-10-01,2017,4,17696381388.0
712,hungary,2018-01-01,2018,1,18646120973.0
713,hungary,2018-04-01,2018,2,14166271817.0
714,hungary,2018-07-01,2018,3,13875049952.0
715,hungary,2018-10-01,2018,4,17751910501.0
716,hungary,2019-01-01,2019,1,18575641580.0
717,hungary,2019-04-01,2019,2,14287812478.0
718,hungary,2019-07-01,2019,3,13950303963.0
719,hungary,2019-10-01,2019,4,17644255488.0
720,ireland,2000-01-01,2000,1,12285078969.0
721,ireland,2000-04-01,2000,2,10990822187.0
722,ireland,2000-07-01,2000,3,9398415962.0
723,ireland,2000-10-01,2000,4,12303893215.0
724,ireland,2001-01-01,2001,1,13413452890.0
725,ireland,2001-04-01,2001,2,11359862480.0
726,ireland,2001-07-01,2001,3,9982285303.0
727,ireland,2001-10-01,2001,4,12474071192.0
728,ireland,2002-01-01,2002,1,12096378913.0
729,ireland,2002-04-01,2002,2,12111773333.0
730,ireland,2002-07-01,2002,3,9608213170.0
731,ireland,2002-10-01,2002,4,12240212997.0
732,ireland,2003-01-01,2003,1,11724486790.0
733,ireland,2003-04-01,2003,2,11353493965.0
734,ireland,2003-07-01,2003,3,9745107728.0
735,ireland,2003-10-01,2003,4,13008127977.0
736,ireland,2004-01-01,2004,1,13207842553.0
737,ireland,2004-04-01,2004,2,11010334527.0
738,ireland,2004-07-01,2004,3,9648450792.0
739,ireland,2004-10-01,2004,4,12442239379.0
740,ireland,2005-01-01,2005,1,13452101848.0
741,ireland,2005-04-01,2005,2,11810012562.0
742,ireland,2005-07-01,2005,3,10069685373.0
743,ireland,2005-10-01,2005,4,13184419251.0
744,ireland,2006-01-01,2006,1,14127259684.0
745,ireland,2006-04-01,2006,2,11932677285.0
746,ireland,2006-07-01,2006,3,10017990895.0
747,ireland,2006-10-01,2006,4,13078867513.0
748,ireland,2007-01-01,2007,1,13473476464.0
749,ireland,2007-04-01,2007,2,11386748435.0
750,ireland,2007-07-01,2007,3,10495899734.0
751,ireland,2007-10-01,2007,4,13124178798.0
752,ireland,2008-01-01,2008,1,13170067092.0
753,ireland,2008-04-01,2008,2,11475628087.0
754,ireland,2008-07-01,2008,3,10139654675.0
755,ireland,2008-10-01,2008,4,13131092539.0
756,ireland,2009-01-01,2009,1,12276035030.0
757,ireland,2009-04-01,2009,2,10179502455.0
758,ireland,2009-07-01,2009,3,8951978378.0
759,ireland,2009-10-01,2009,4,11718844435.0
760,ireland,2010-01-01,2010,1,12363400437.0
761,ireland,2010-04-01,2010,2,9861126352.0
762,ireland,2010-07-01,2010,3,8711730039.0
763,ireland,2010-10-01,2010,4,12060840505.0
764,ireland,2011-01-01,2011,1,11329091424.0
765,ireland,2011-04-01,2011,2,9235108809.0
766,ireland,2011-07-01,2011,3,8504060311.0
767,ireland,2011-10-01,2011,4,10121436465.0
768,ireland,2012-01-01,2012,1,10523332536.0
769,ireland,2012-04-01,2012,2,9744545121.0
770,ireland,2012-07-01,2012,3,8387725683.0
771,ireland,2012-10-01,2012,4,10909553551.0
772,ireland,2013-01-01,2013,1,11100297543.0
773,ireland,2013-04-01,2013,2,9366153424.0
774,ireland,2013-07-01,2013,3,8008742814.0
775,ireland,2013-10-01,2013,4,10098788181.0
776,ireland,2014-01-01,2014,1,10423428339.0
777,ireland,2014-04-01,2014,2,9415807939.0
778,ireland,2014-07-01,2014,3,8465137533.0
779,ireland,2014-10-01,2014,4,10359332953.0
780,ireland,2015-01-01,2015,1,11036526170.0
781,ireland,2015-04-01,2015,2,9957824839.0
782,ireland,2015-07-01,2015,3,9057664368.0
783,ireland,2015-10-01,2015,4,10231248088.0
784,ireland,2016-01-01,2016,1,11529227412.0
785,ireland,2016-04-01,2016,2,10330086259.0
786,ireland,2016-07-01,2016,3,8709175420.0
787,ireland,2016-10-01,2016,4,11416241541.0
788,ireland,2017-01-01,2017,1,11507014139.0
789,ireland,2017-04-01,2017,2,9910712488.0
790,ireland,2017-07-01,2017,3,8766715583.0
791,ireland,2017-10-01,2017,4,11006925553.0
792,ireland,2018-01-01,2018,1,11430520170.0
793,ireland,2018-04-01,2018,2,9935014946.0
794,ireland,2018-07-01,2018,3,8879447398.0
795,ireland,2018-10-01,2018,4,11085716083.0
796,ireland,2019-01-01,2019,1,10729173646.0
797,ireland,2019-04-01,2019,2,9495834342.0
798,ireland,2019-07-01,2019,3,8653297973.0
799,ireland,2019-10-01,2019,4,10547344985.0
800,italy,2000-01-01,2000,1,139429660320.0
801,italy,2000-04-01,2000,2,105705492270.0
802,italy,2000-07-01,2000,3,102043368400.0
803,italy,2000-10-01,2000,4,122630667910.0
804,italy,2001-01-01,2001,1,131541124440.0
805,italy,2001-04-01,2001,2,107608800090.0
806,italy,2001-07-01,2001,3,100423579410.0
807,italy,2001-10-01,2001,4,130604815250.0
808,italy,2002-01-01,2002,1,141628760030.0
809,italy,2002-04-01,2002,2,111665397300.0
810,italy,2002-07-01,2002,3,103304770630.0
811,italy,2002-10-01,2002,4,125972077020.0
812,italy,2003-01-01,2003,1,149255693660.0
813,italy,2003-04-01,2003,2,116075424650.0
814,italy,2003-07-01,2003,3,108365370960.0
815,italy,2003-10-01,2003,4,135150544460.0
816,italy,2004-01-01,2004,1,152279573890.0
817,italy,2004-04-01,2004,2,119379809370.0
818,italy,2004-07-01,2004,3,112425237030.0
819,italy,2004-10-01,2004,4,135102988360.0
820,italy,2005-01-01,2005,1,154338090510.0
821,italy,2005-04-01,2005,2,118464142210.0
822,italy,2005-07-01,2005,3,111869866810.0
823,italy,2005-10-01,2005,4,142534939600.0
824,italy,2006-01-01,2006,1,162158734770.0
825,italy,2006-04-01,2006,2,115255366810.0
826,italy,2006-07-01,2006,3,111056914780.0
827,italy,2006-10-01,2006,4,136760496160.0
828,italy,2007-01-01,2007,1,148906066130.0
829,italy,2007-04-01,2007,2,115906264100.0
830,italy,2007-07-01,2007,3,111111534720.0
831,italy,2007-10-01,2007,4,149423559850.0
832,italy,2008-01-01,2008,1,154929691710.0
833,italy,2008-04-01,2008,2,115958781860.0
834,italy,2008-07-01,2008,3,108987128400.0
835,italy,2008-10-01,2008,4,139082540720.0
836,italy,2009-01-01,2009,1,141688198180.0
837,italy,2009-04-01,2009,2,99817981200.0
838,italy,2009-07-01,2009,3,97680738570.0
839,italy,2009-10-01,2009,4,129191477530.0
840,italy,2010-01-01,2010,1,144658332080.0
841,italy,2010-04-01,2010,2,103293119850.0
842,italy,2010-07-01,2010,3,99556185040.0
843,italy,2010-10-01,2010,4,131079418140.0
844,italy,2011-01-01,2011,1,139333880220.0
845,italy,2011-04-01,2011,2,100778771150.0
846,italy,2011-07-01,2011,3,98708620310.0
847,italy,2011-10-01,2011,4,123131135850.0
848,italy,2012-01-01,2012,1,139615226640.0
849,italy,2012-04-01,2012,2,98107479020.0
850,italy,2012-07-01,2012,3,95688607670.0
851,italy,2012-10-01,2012,4,115956931140.0
852,italy,2013-01-01,2013,1,132439717360.0
853,italy,2013-04-01,2013,2,89563122220.0
854,italy,2013-07-01,2013,3,87296422710.0
855,italy,2013-10-01,2013,4,111179802520.0
856,italy,2014-01-01,2014,1,119575307050.0
857,italy,2014-04-01,2014,2,88599521220.0
858,italy,2014-07-01,2014,3,82819633000.0
859,italy,2014-10-01,2014,4,108310295880.0
860,italy,2015-01-01,2015,1,123351694620.0
861,italy,2015-04-01,2015,2,88743495110.0
862,italy,2015-07-01,2015,3,88492121240.0
863,italy,2015-10-01,2015,4,111157082150.0
864,italy,2016-01-01,2016,1,119663641530.0
865,italy,2016-04-01,2016,2,85819921290.0
866,italy,2016-07-01,2016,3,84910081830.0
867,italy,2016-10-01,2016,4,116322778590.0
868,italy,2017-01-01,2017,1,122233859100.0
869,italy,2017-04-01,2017,2,86565309710.0
870,italy,2017-07-01,2017,3,81718440650.0
871,italy,2017-10-01,2017,4,114646982470.0
872,italy,2018-01-01,2018,1,119767054770.0
873,italy,2018-04-01,2018,2,85544549140.0
874,italy,2018-07-01,2018,3,80667653980.0
875,italy,2018-10-01,2018,4,112505868840.0
876,italy,2019-01-01,2019,1,116232300870.0
877,italy,2019-04-01,2019,2,84600262180.0
878,italy,2019-07-01,2019,3,80911264580.0
879,italy,2019-10-01,2019,4,109500313110.0
880,lithuania,2000-01-01,2000,1,4467384672.0
881,lithuania,2000-04-01,2000,2,3242565944.5
882,lithuania,2000-07-01,2000,3,3035053371.6
883,lithuania,2000-10-01,2000,4,4243375334.0
884,lithuania,2001-01-01,2001,1,4723075377.0
885,lithuania,2001-04-01,2001,2,3481474296.0
886,lithuania,2001-07-01,2001,3,3085189383.3
887,lithuania,2001-10-01,2001,4,4617648169.0
888,lithuania,2002-01-01,2002,1,4591708936.0
889,lithuania,2002-04-01,2002,2,3533146745.0
890,lithuania,2002-07-01,2002,3,3286539622.0
891,lithuania,2002-10-01,2002,4,4857189437.0
892,lithuania,2003-01-01,2003,1,5054047326.0
893,lithuania,2003-04-01,2003,2,3596765012.0
894,lithuania,2003-07-01,2003,3,3215652778.0
895,lithuania,2003-10-01,2003,4,4562039654.0
896,lithuania,2004-01-01,2004,1,5044217056.0
897,lithuania,2004-04-01,2004,2,3955062334.0
898,lithuania,2004-07-01,2004,3,3475783916.0
899,lithuania,2004-10-01,2004,4,4740224378.0
900,lithuania,2005-01-01,2005,1,5563918483.0
901,lithuania,2005-04-01,2005,2,4041040216.0
902,lithuania,2005-07-01,2005,3,3540036252.0
903,lithuania,2005-10-01,2005,4,5030902979.0
904,lithuania,2006-01-01,2006,1,5730513140.0
905,lithuania,2006-04-01,2006,2,4301186692.0
906,lithuania,2006-07-01,2006,3,3645559932.0
907,lithuania,2006-10-01,2006,4,4799534965.0
908,lithuania,2007-01-01,2007,1,5868976929.0
909,lithuania,2007-04-01,2007,2,4551032310.0
910,lithuania,2007-07-01,2007,3,4069871121.0
911,lithuania,2007-10-01,2007,4,5600954717.0
912,lithuania,2008-01-01,2008,1,5975146761.0
913,lithuania,2008-04-01,2008,2,4596910035.0
914,lithuania,2008-07-01,2008,3,4223009930.0
915,lithuania,2008-10-01,2008,4,5696524936.0
916,lithuania,2009-01-01,2009,1,5467431384.0
917,lithuania,2009-04-01,2009,2,3904951740.0
918,lithuania,2009-07-01,2009,3,3578038172.0
919,lithuania,2009-10-01,2009,4,5204067271.0
920,lithuania,2010-01-01,2010,1,5596707787.0
921,lithuania,2010-04-01,2010,2,4133208360.0
922,lithuania,2010-07-01,2010,3,3705654070.0
923,lithuania,2010-10-01,2010,4,5403647886.0
924,lithuania,2011-01-01,2011,1,6024238241.0
925,lithuania,2011-04-01,2011,2,4151074548.0
926,lithuania,2011-07-01,2011,3,3673151738.0
927,lithuania,2011-10-01,2011,4,5160033157.0
928,lithuania,2012-01-01,2012,1,5786073035.0
929,lithuania,2012-04-01,2012,2,4552883057.0
930,lithuania,2012-07-01,2012,3,4001514522.0
931,lithuania,2012-10-01,2012,4,5541566533.0
932,lithuania,2013-01-01,2013,1,5768888012.0
933,lithuania,2013-04-01,2013,2,4258449035.0
934,lithuania,2013-07-01,2013,3,3798212349.0
935,lithuania,2013-10-01,2013,4,5098840240.0
936,lithuania,2014-01-01,2014,1,5459279199.0
937,lithuania,2014-04-01,2014,2,4375488545.0
938,lithuania,2014-07-01,2014,3,3888995018.0
939,lithuania,2014-10-01,2014,4,5442401691.0
940,lithuania,2015-01-01,2015,1,5646863845.0
941,lithuania,2015-04-01,2015,2,4698391172.0
942,lithuania,2015-07-01,2015,3,4186514755.0
943,lithuania,2015-10-01,2015,4,5675682792.0
944,lithuania,2016-01-01,2016,1,5632956821.0
945,lithuania,2016-04-01,2016,2,4479262778.0
946,lithuania,2016-07-01,2016,3,4035504673.0
947,lithuania,2016-10-01,2016,4,5814472648.0
948,lithuania,2017-01-01,2017,1,5826557611.0
949,lithuania,2017-04-01,2017,2,4871309077.0
950,lithuania,2017-07-01,2017,3,4331548612.0
951,lithuania,2017-10-01,2017,4,5742448208.0
952,lithuania,2018-01-01,2018,1,5800704443.0
953,lithuania,2018-04-01,2018,2,4955743178.0
954,lithuania,2018-07-01,2018,3,4313115486.0
955,lithuania,2018-10-01,2018,4,5719884825.0
956,lithuania,2019-01-01,2019,1,5881533800.0
957,lithuania,2019-04-01,2019,2,5023206808.0
958,lithuania,2019-07-01,2019,3,4490383071.0
959,lithuania,2019-10-01,2019,4,5758264764.0
960,netherlands,2000-01-01,2000,1,54004609360.0
961,netherlands,2000-04-01,2000,2,41351736790.0
962,netherlands,2000-07-01,2000,3,37878016720.0
963,netherlands,2000-10-01,2000,4,48544449120.0
964,netherlands,2001-01-01,2001,1,55771386130.0
965,netherlands,2001-04-01,2001,2,42874836410.0
966,netherlands,2001-07-01,2001,3,39316195040.0
967,netherlands,2001-10-01,2001,4,48768166980.0
968,netherlands,2002-01-01,2002,1,54029604020.0
969,netherlands,2002-04-01,2002,2,43156682080.0
970,netherlands,2002-07-01,2002,3,39176640700.0
971,netherlands,2002-10-01,2002,4,51411563050.0
972,netherlands,2003-01-01,2003,1,56122384800.0
973,netherlands,2003-04-01,2003,2,43059624150.0
974,netherlands,2003-07-01,2003,3,39520807160.0
975,netherlands,2003-10-01,2003,4,51042984200.0
976,netherlands,2004-01-01,2004,1,56784331670.0
977,netherlands,2004-04-01,2004,2,44248453310.0
978,netherlands,2004-07-01,2004,3,40480558780.0
979,netherlands,2004-10-01,2004,4,51604283600.0
980,netherlands,2005-01-01,2005,1,56328473220.0
981,netherlands,2005-04-01,2005,2,43586325680.0
982,netherlands,2005-07-01,2005,3,39790127080.0
983,netherlands,2005-10-01,2005,4,50415111880.0
984,netherlands,2006-01-01,2006,1,57895032230.0
985,netherlands,2006-04-01,2006,2,42319331250.0
986,netherlands,2006-07-01,2006,3,38793659170.0
987,netherlands,2006-10-01,2006,4,47027765110.0
988,netherlands,2007-01-01,2007,1,53379641330.0
989,netherlands,2007-04-01,2007,2,42240310730.0
990,netherlands,2007-07-01,2007,3,40025153500.0
991,netherlands,2007-10-01,2007,4,51867838990.0
992,netherlands,2008-01-01,2008,1,54584189220.0
993,netherlands,2008-04-01,2008,2,43414636040.0
994,netherlands,2008-07-01,2008,3,40377799060.0
995,netherlands,2008-10-01,2008,4,51604430300.0
996,netherlands,2009-01-01,2009,1,56195957660.0
997,netherlands,2009-04-01,2009,2,41179136950.0
998,netherlands,2009-07-01,2009,3,39240804070.0
999,netherlands,2009-10-01,2009,4,49960627540.0
1000,netherlands,2010-01-01,2010,1,58523270240.0
1001,netherlands,2010-04-01,2010,2,45279493270.0
1002,netherlands,2010-07-01,2010,3,41340134280.0
1003,netherlands,2010-10-01,2010,4,53429603760.0
1004,netherlands,2011-01-01,2011,1,55878900900.0
1005,netherlands,2011-04-01,2011,2,41883405600.0
1006,netherlands,2011-07-01,2011,3,39666050630.0
1007,netherlands,2011-10-01,2011,4,49473137370.0
1008,netherlands,2012-01-01,2012,1,54791692780.0
1009,netherlands,2012-04-01,2012,2,42930129210.0
1010,netherlands,2012-07-01,2012,3,39403734780.0
1011,netherlands,2012-10-01,2012,4,49266503040.0
1012,netherlands,2013-01-01,2013,1,57294246390.0
1013,netherlands,2013-04-01,2013,2,42357729620.0
1014,netherlands,2013-07-01,2013,3,38296750260.0
1015,netherlands,2013-10-01,2013,4,47677791150.0
1016,netherlands,2014-01-01,2014,1,51347191300.0
1017,netherlands,2014-04-01,2014,2,40421181080.0
1018,netherlands,2014-07-01,2014,3,37786097520.0
1019,netherlands,2014-10-01,2014,4,48357680080.0
1020,netherlands,2015-01-01,2015,1,55192932480.0
1021,netherlands,2015-04-01,2015,2,42832945020.0
1022,netherlands,2015-07-01,2015,3,39815928800.0
1023,netherlands,2015-10-01,2015,4,47570079610.0
1024,netherlands,2016-01-01,2016,1,52738605190.0
1025,netherlands,2016-04-01,2016,2,42022126120.0
1026,netherlands,2016-07-01,2016,3,38900511610.0
1027,netherlands,2016-10-01,2016,4,52714666220.0
1028,netherlands,2017-01-01,2017,1,54287255780.0
1029,netherlands,2017-04-01,2017,2,42542764010.0
1030,netherlands,2017-07-01,2017,3,37917712020.0
1031,netherlands,2017-10-01,2017,4,50368054870.0
1032,netherlands,2018-01-01,2018,1,53283376750.0
1033,netherlands,2018-04-01,2018,2,40689833440.0
1034,netherlands,2018-07-01,2018,3,37210756660.0
1035,netherlands,2018-10-01,2018,4,48955796670.0
1036,netherlands,2019-01-01,2019,1,51519412040.0
1037,netherlands,2019-04-01,2019,2,40854503140.0
1038,netherlands,2019-07-01,2019,3,36442587130.0
1039,netherlands,2019-10-01,2019,4,48388302880.0
1040,portugal,2000-01-01,2000,1,22488354832.0
1041,portugal,2000-04-01,2000,2,18174252109.0
1042,portugal,2000-07-01,2000,3,17108340648.0
1043,portugal,2000-10-01,2000,4,21160389615.0
1044,portugal,2001-01-01,2001,1,18790360516.0
1045,portugal,2001-04-01,2001,2,18479479086.0
1046,portugal,2001-07-01,2001,3,17789604274.0
1047,portugal,2001-10-01,2001,4,23091937128.0
1048,portugal,2002-01-01,2002,1,23881836529.0
1049,portugal,2002-04-01,2002,2,20387942297.0
1050,portugal,2002-07-01,2002,3,18361159574.0
1051,portugal,2002-10-01,2002,4,20167919379.0
1052,portugal,2003-01-01,2003,1,20351769645.0
1053,portugal,2003-04-01,2003,2,18256653145.0
1054,portugal,2003-07-01,2003,3,18456090312.0
1055,portugal,2003-10-01,2003,4,20678600645.0
1056,portugal,2004-01-01,2004,1,21440315256.0
1057,portugal,2004-04-01,2004,2,18629657434.0
1058,portugal,2004-07-01,2004,3,17529962836.0
1059,portugal,2004-10-01,2004,4,22007029255.0
1060,portugal,2005-01-01,2005,1,24667886306.0
1061,portugal,2005-04-01,2005,2,19056584260.0
1062,portugal,2005-07-01,2005,3,17751256044.0
1063,portugal,2005-10-01,2005,4,21504131046.0
1064,portugal,2006-01-01,2006,1,23558041801.0
1065,portugal,2006-04-01,2006,2,18195946288.0
1066,portugal,2006-07-01,2006,3,18004697975.0
1067,portugal,2006-10-01,2006,4,18863306967.0
1068,portugal,2007-01-01,2007,1,21469750028.0
1069,portugal,2007-04-01,2007,2,18187505814.0
1070,portugal,2007-07-01,2007,3,16838128329.0
1071,portugal,2007-10-01,2007,4,21416152093.0
1072,portugal,2008-01-01,2008,1,21245626955.0
1073,portugal,2008-04-01,2008,2,16891184208.0
1074,portugal,2008-07-01,2008,3,16875859677.0
1075,portugal,2008-10-01,2008,4,20772939457.0
1076,portugal,2009-01-01,2009,1,21096408447.0
1077,portugal,2009-04-01,2009,2,18397755863.0
1078,portugal,2009-07-01,2009,3,17056376244.0
1079,portugal,2009-10-01,2009,4,19042135034.0
1080,portugal,2010-01-01,2010,1,17912999462.0
1081,portugal,2010-04-01,2010,2,15970279623.0
1082,portugal,2010-07-01,2010,3,17100551644.0
1083,portugal,2010-10-01,2010,4,19284456993.0
1084,portugal,2011-01-01,2011,1,19067099165.0
1085,portugal,2011-04-01,2011,2,16141169682.0
1086,portugal,2011-07-01,2011,3,15830106742.0
1087,portugal,2011-10-01,2011,4,17871023934.0
1088,portugal,2012-01-01,2012,1,19477397173.0
1089,portugal,2012-04-01,2012,2,14663628718.0
1090,portugal,2012-07-01,2012,3,15580709279.0
1091,portugal,2012-10-01,2012,4,16104210771.0
1092,portugal,2013-01-01,2013,1,18084846500.0
1093,portugal,2013-04-01,2013,2,14722552354.0
1094,portugal,2013-07-01,2013,3,14813425106.0
1095,portugal,2013-10-01,2013,4,17196370774.0
1096,portugal,2014-01-01,2014,1,16678525817.0
1097,portugal,2014-04-01,2014,2,14923997651.0
1098,portugal,2014-07-01,2014,3,15230251040.0
1099,portugal,2014-10-01,2014,4,17600306331.0
1100,portugal,2015-01-01,2015,1,18626207181.0
1101,portugal,2015-04-01,2015,2,15863902952.0
1102,portugal,2015-07-01,2015,3,15929373485.0
1103,portugal,2015-10-01,2015,4,17827215358.0
1104,portugal,2016-01-01,2016,1,17264953918.0
1105,portugal,2016-04-01,2016,2,14894038816.0
1106,portugal,2016-07-01,2016,3,16563577768.0
1107,portugal,2016-10-01,2016,4,18626476365.0
1108,portugal,2017-01-01,2017,1,19512613766.0
1109,portugal,2017-04-01,2017,2,16874942607.0
1110,portugal,2017-07-01,2017,3,17116048277.0
1111,portugal,2017-10-01,2017,4,18644130405.0
1112,portugal,2018-01-01,2018,1,18580446976.0
1113,portugal,2018-04-01,2018,2,15862124683.0
1114,portugal,2018-07-01,2018,3,15974661640.0
1115,portugal,2018-10-01,2018,4,17663782136.0
